cell_clean,cell.x,integration_cluster,cell.y,cell_type,sample_type
X201465571952989.N,X201465571952989_X_.N,2,X201465571952989.N,Pro-angiogenesis Macrophage,N
X201465586142638.T,X201465586142638_Y_.T,0,X201465586142638.T,CD4+ T cell,T
X201465586400171.N,X201465586400171_X_.N,6,X201465586400171.N,Natural killer cell,N
X201465586670324.N,X201465586670324_X_.N,8,X201465586670324.N,Lung Cancer Cell,N
X201465586706356.T,X201465586706356_Y_.T,1,X201465586706356.T,CD4 or CD8 T cell,T
X201465598459243.N,X201465598459243_X_.N,3,X201465598459243.N,Pro-angiogenesis Macrophage,N
X201465598723893.N,X201465598723893_X_.N,1,X201465598723893.N,Effector/Memory CD4+ T cells,N
X201465599015333.T,X201465599015333_Y_.T,4,X201465599015333.T,Pro-angiogenesis Macrophage,T
X201465599052517.T,X201465599052517_Y_.T,5,X201465599052517.T,B Cell,T
X201465617370398.T,X201465617370398_Y_.T,0,X201465617370398.T,CD4+ T cell,T
X201465617574692.N,X201465617574692_X_.N,4,X201465617574692.N,Pro-angiogenesis Macrophage,N
X201465617639276.N,X201465617639276_X_.N,4,X201465617639276.N,Macrophage,N
X201465618119899.N,X201465618119899_X_.N,6,X201465618119899.N,Natural killer cell,N
X201465618152750.N,X201465618152750_X_.N,2,X201465618152750.N,Pro-angiogenesis Macrophage,N
X201474295322333.N,X201474295322333_X_.N,2,X201474295322333.N,Pro-angiogenesis Macrophage,N
X201474295327027.T,X201474295327027_Y_.T,5,X201474295327027.T,B Cell,T
X201474295384811.N,X201474295384811_X_.N,11,X201474295384811.N,cDC1,N
X201474295426284.T,X201474295426284_Y_.T,1,X201474295426284.T,Effector/Memory CD8+ T cells,T
X201474295586038.T,X201474295586038_Y_.T,0,X201474295586038.T,T regulatory cells,T
X201474295851437.N,X201474295851437_X_.N,4,X201474295851437.N,Pro-angiogenesis Macrophage,N
X201474295917475.T,X201474295917475_Y_.T,1,X201474295917475.T,Effector/Memory CD8+ T cells,T
X201474310064349.T,X201474310064349_Y_.T,4,X201474310064349.T,Blood Cell,T
X201474310069148.T,X201474310069148_Y_.T,3,X201474310069148.T,Pro-angiogenesis Macrophage,T
X201474310367021.N,X201474310367021_X_.N,4,X201474310367021.N,Pro-angiogenesis Macrophage,N
X201474310588317.N,X201474310588317_X_.N,3,X201474310588317.N,Pro-angiogenesis Macrophage,N
X201474310782325.N,X201474310782325_X_.N,0,X201474310782325.N,T regulatory cells,N
X201474341727012.N,X201474341727012_X_.N,0,X201474341727012.N,Blood Cell,N
X201474341788070.N,X201474341788070_X_.N,4,X201474341788070.N,Macrophage,N
X201474342312356.T,X201474342312356_Y_.T,5,X201474342312356.T,B Cell,T
X201523553299316.N,X201523553299316_X_.N,0,X201523553299316.N,Effector/Memory CD4+ T cells,N
X201523554011884.N,X201523554011884_X_.N,0,X201523554011884.N,Naive CD4+ T cells,N
X201523567946468.N,X201523567946468_X_.N,6,X201523567946468.N,Natural killer cell,N
X201523568207708.N,X201523568207708_X_.N,2,X201523568207708.N,Pro-angiogenesis Macrophage,N
X201523568753446.N,X201523568753446_X_.N,6,X201523568753446.N,Natural killer cell,N
X201523580548845.T,X201523580548845_Y_.T,0,X201523580548845.T,Effector/Memory CD8+ T cells,T
X201523580754214.T,X201523580754214_Y_.T,0,X201523580754214.T,Tfh/Th1 helper CD4+ T cells,T
X201523581016355.N,X201523581016355_X_.N,3,X201523581016355.N,Pro-angiogenesis Macrophage,N
X201523581016355.T,X201523581016355_Y_.T,1,X201523581016355.T,Exhausted CD8+ T cells,T
X201523581306678.N,X201523581306678_X_.N,2,X201523581306678.N,Macrophage,N
X201523581315373.N,X201523581315373_X_.N,6,X201523581315373.N,Natural killer cell,N
X201523581376862.N,X201523581376862_X_.N,7,X201523581376862.N,Pro-angiogenesis Macrophage,N
X201523599361950.N,X201523599361950_X_.N,0,X201523599361950.N,Effector/Memory CD4+ T cells,N
X201523599927659.N,X201523599927659_X_.N,2,X201523599927659.N,Pro-angiogenesis Macrophage,N
X201523600148379.N,X201523600148379_X_.N,2,X201523600148379.N,Pro-angiogenesis Macrophage,N
X201585830254499.T,X201585830254499_Y_.T,5,X201585830254499.T,B Cell,T
X201585831078622.T,X201585831078622_Y_.T,1,X201585831078622.T,Exhausted CD8+ T cells,T
X201585845189046.N,X201585845189046_X_.N,11,X201585845189046.N,Pro-angiogenesis Macrophage,N
X201585845463907.N,X201585845463907_X_.N,2,X201585845463907.N,Pro-angiogenesis Macrophage,N
X201585857547118.N,X201585857547118_X_.N,0,X201585857547118.N,Naive CD4+ T cells,N
X201585857775853.T,X201585857775853_Y_.T,0,X201585857775853.T,Effector/Memory CD4+ T cells,T
X201585857805662.T,X201585857805662_Y_.T,1,X201585857805662.T,Exhausted CD8+ T cells,T
X201585857808181.T,X201585857808181_Y_.T,0,X201585857808181.T,T regulatory cells,T
X201585876449126.N,X201585876449126_X_.N,2,X201585876449126.N,Phagocytosis Macrophage,N
X201585876655523.N,X201585876655523_X_.N,3,X201585876655523.N,Pro-angiogenesis Macrophage,N
X201585876920054.N,X201585876920054_X_.N,3,X201585876920054.N,Pro-angiogenesis Macrophage,N
X201595493957045.T,X201595493957045_Y_.T,0,X201595493957045.T,CD4 or CD8 T cell,T
X201595494250342.T,X201595494250342_Y_.T,9,X201595494250342.T,Exhausted CD8+ T cells,T
X201595508644075.T,X201595508644075_Y_.T,4,X201595508644075.T,Macrophage,T
X201595508868917.T,X201595508868917_Y_.T,1,X201595508868917.T,CD4 or CD8 T cell,T
X201595521484637.T,X201595521484637_Y_.T,0,X201595521484637.T,CD4+ T cell,T
X201595540158701.N,X201595540158701_X_.N,2,X201595540158701.N,Pro-angiogenesis Macrophage,N
X201595540588445.N,X201595540588445_X_.N,6,X201595540588445.N,Natural killer cell,N
X201595540626852.N,X201595540626852_X_.N,4,X201595540626852.N,Blood Cell,N
X201595540916526.T,X201595540916526_Y_.T,5,X201595540916526.T,B Cell,T
X201670655949557.N,X201670655949557_X_.N,3,X201670655949557.N,Pro-angiogenesis Macrophage,N
X201670656485604.N,X201670656485604_X_.N,2,X201670656485604.N,Pro-angiogenesis Macrophage,N
X201670670870379.N,X201670670870379_X_.N,2,X201670670870379.N,Pro-angiogenesis Macrophage,N
X201670670896486.T,X201670670896486_Y_.T,1,X201670670896486.T,Exhausted CD8+ T cells,T
X201670683711261.T,X201670683711261_Y_.T,10,X201670683711261.T,CAFmyo,T
X201670683737310.T,X201670683737310_Y_.T,5,X201670683737310.T,B Cell,T
X201670683946405.N,X201670683946405_X_.N,1,X201670683946405.N,Effector/Memory CD8+ T cells,N
X201670702323422.N,X201670702323422_X_.N,0,X201670702323422.N,Effector/Memory CD4+ T cells,N
X201670702774700.T,X201670702774700_Y_.T,0,X201670702774700.T,T regulatory cells,T
X201670702816043.N,X201670702816043_X_.N,6,X201670702816043.N,Natural killer cell,N
X204213411231533.N,X204213411231533_X_.N,2,X204213411231533.N,Pro-angiogenesis Macrophage,N
X204213411240804.T,X204213411240804_Y_.T,5,X204213411240804.T,B Cell,T
X204213411342171.N,X204213411342171_X_.N,2,X204213411342171.N,Pro-angiogenesis Macrophage,N
X204213411568948.T,X204213411568948_Y_.T,0,X204213411568948.T,CD8+ T cell,T
X204213411572014.N,X204213411572014_X_.N,2,X204213411572014.N,Pro-angiogenesis Macrophage,N
X204213411593011.N,X204213411593011_X_.N,0,X204213411593011.N,Effector/Memory CD4+ T cells,N
X204213425720222.T,X204213425720222_Y_.T,0,X204213425720222.T,T regulatory cells,T
X204213425916852.N,X204213425916852_X_.N,0,X204213425916852.N,Effector/Memory CD4+ T cells,N
X204213425989534.N,X204213425989534_X_.N,4,X204213425989534.N,Pro-angiogenesis Macrophage,N
X204213426183604.T,X204213426183604_Y_.T,0,X204213426183604.T,T regulatory cells,T
X204213438791022.N,X204213438791022_X_.N,2,X204213438791022.N,Pro-angiogenesis Macrophage,N
X204213456910262.N,X204213456910262_X_.N,1,X204213456910262.N,Effector/Memory CD4+ T cells,N
X204213457149219.N,X204213457149219_X_.N,1,X204213457149219.N,Effector/Memory CD4+ T cells,N
X204213457214774.T,X204213457214774_Y_.T,6,X204213457214774.T,Natural killer cell,T
X204213457414435.N,X204213457414435_X_.N,3,X204213457414435.N,Pro-angiogenesis Macrophage,N
X204213457479963.T,X204213457479963_Y_.T,0,X204213457479963.T,CD8+ T cell,T
X204213457669355.N,X204213457669355_X_.N,6,X204213457669355.N,Natural killer cell,N
X204213457738532.T,X204213457738532_Y_.T,5,X204213457738532.T,B Cell,T
X204224148135195.N,X204224148135195_X_.N,1,X204224148135195.N,Natural killer cell,N
X204224148236060.N,X204224148236060_X_.N,3,X204224148236060.N,Pro-angiogenesis Macrophage,N
X204224148458293.T,X204224148458293_Y_.T,0,X204224148458293.T,Effector/Memory CD8+ T cells,T
X204224148649773.T,X204224148649773_Y_.T,1,X204224148649773.T,CD8+ T cell,T
X204224148650405.N,X204224148650405_X_.N,0,X204224148650405.N,Blood Cell,N
X204224148728739.T,X204224148728739_Y_.T,5,X204224148728739.T,B Cell,T
X204224148949405.N,X204224148949405_X_.N,0,X204224148949405.N,Effector/Memory CD4+ T cells,N
X204224163076453.N,X204224163076453_X_.N,3,X204224163076453.N,Pro-angiogenesis Macrophage,N
X204224163364212.N,X204224163364212_X_.N,2,X204224163364212.N,Pro-angiogenesis Macrophage,N
X204224163634590.T,X204224163634590_Y_.T,1,X204224163634590.T,Exhausted CD8+ T cells,T
X204224163659045.T,X204224163659045_Y_.T,4,X204224163659045.T,B Cell,T
X204224175725363.T,X204224175725363_Y_.T,8,X204224175725363.T,Macrophage,T
X204224175754670.N,X204224175754670_X_.N,6,X204224175754670.N,Natural killer cell,N
X204224175926173.N,X204224175926173_X_.N,4,X204224175926173.N,Pro-angiogenesis Macrophage,N
X204224176187107.N,X204224176187107_X_.N,3,X204224176187107.N,Pro-angiogenesis Macrophage,N
X204224195152667.N,X204224195152667_X_.N,2,X204224195152667.N,Pro-angiogenesis Macrophage,N
X204351789185374.N,X204351789185374_X_.N,6,X204351789185374.N,Natural killer cell,N
X204351789451565.T,X204351789451565_Y_.T,4,X204351789451565.T,CD4+ T cell,T
X204351789549878.N,X204351789549878_X_.N,2,X204351789549878.N,Pro-angiogenesis Macrophage,N
X204351790041445.N,X204351790041445_X_.N,1,X204351790041445.N,Natural killer cell,N
X204351803865452.N,X204351803865452_X_.N,8,X204351803865452.N,Lung Cancer Cell,N
X204351804718373.T,X204351804718373_Y_.T,5,X204351804718373.T,B Cell,T
X204351816461622.T,X204351816461622_Y_.T,5,X204351816461622.T,B Cell,T
X204351816555748.T,X204351816555748_Y_.T,0,X204351816555748.T,CD4+ T cell,T
X204351816813998.N,X204351816813998_X_.N,4,X204351816813998.N,Pro-angiogenesis Macrophage,N
X204351816813998.T,X204351816813998_Y_.T,5,X204351816813998.T,B Cell,T
X204351816972139.N,X204351816972139_X_.N,2,X204351816972139.N,Macrophage,N
X204351816976620.N,X204351816976620_X_.N,7,X204351816976620.N,Pro-angiogenesis Macrophage,N
X204351817013020.T,X204351817013020_Y_.T,1,X204351817013020.T,CD4 or CD8 T cell,T
X204351817246966.N,X204351817246966_X_.N,0,X204351817246966.N,Effector/Memory CD4+ T cells,N
X204351835401644.N,X204351835401644_X_.N,6,X204351835401644.N,Natural killer cell,N
X204351835663782.N,X204351835663782_X_.N,0,X204351835663782.N,Naive CD4+ T cells,N
X204351835683740.T,X204351835683740_Y_.T,0,X204351835683740.T,CD4 or CD8 T cell,T
X204351835920605.N,X204351835920605_X_.N,1,X204351835920605.N,Effector/Memory CD4+ T cells,N
X204351836116709.T,X204351836116709_Y_.T,1,X204351836116709.T,CD8+ T cell,T
X204351836215589.T,X204351836215589_Y_.T,3,X204351836215589.T,Pro-angiogenesis Macrophage,T
X204358231645020.T,X204358231645020_Y_.T,1,X204358231645020.T,Exhausted CD8+ T cells,T
X204358231674078.N,X204358231674078_X_.N,6,X204358231674078.N,Natural killer cell,N
X204358231702755.N,X204358231702755_X_.N,6,X204358231702755.N,Natural killer cell,N
X204358231713651.T,X204358231713651_Y_.T,10,X204358231713651.T,CAFmyo,T
X204358231714140.N,X204358231714140_X_.N,3,X204358231714140.N,Pro-angiogenesis Macrophage,N
X204358232165742.N,X204358232165742_X_.N,6,X204358232165742.N,Natural killer cell,N
X204358232230197.N,X204358232230197_X_.N,0,X204358232230197.N,Effector/Memory CD8+ T cells,N
X204358232501156.N,X204358232501156_X_.N,6,X204358232501156.N,Natural killer cell,N
X204358232521947.T,X204358232521947_Y_.T,1,X204358232521947.T,CD8+ T cell,T
X204358246316971.N,X204358246316971_X_.N,0,X204358246316971.N,Blood Cell,N
X204358246873956.N,X204358246873956_X_.N,0,X204358246873956.N,Effector/Memory CD4+ T cells,N
X204358247110884.N,X204358247110884_X_.N,6,X204358247110884.N,Natural killer cell,N
X204358258904307.N,X204358258904307_X_.N,7,X204358258904307.N,Pro-inflammatory Macrophage,N
X204358259456299.T,X204358259456299_Y_.T,11,X204358259456299.T,LAMP3 cDC,T
X204358259527078.T,X204358259527078_Y_.T,4,X204358259527078.T,Any Cell,T
X204358259764059.N,X204358259764059_X_.N,7,X204358259764059.N,Pro-angiogenesis Macrophage,N
X204358278043933.T,X204358278043933_Y_.T,2,X204358278043933.T,Phagocytosis Macrophage,T
X204358278667493.N,X204358278667493_X_.N,2,X204358278667493.N,Pro-angiogenesis Macrophage,N
X204359574183196.N,X204359574183196_X_.N,3,X204359574183196.N,Pro-angiogenesis Macrophage,N
X204359588566966.T,X204359588566966_Y_.T,0,X204359588566966.T,CD4+ T cell,T
X204359588822253.T,X204359588822253_Y_.T,0,X204359588822253.T,CD4+ T cell,T
X204359589095326.N,X204359589095326_X_.N,2,X204359589095326.N,Pro-angiogenesis Macrophage,N
X204359589353716.N,X204359589353716_X_.N,1,X204359589353716.N,Effector/Memory CD8+ T cells,N
X204359589382885.N,X204359589382885_X_.N,13,X204359589382885.N,Lung Cancer Cell,N
X204359601085725.N,X204359601085725_X_.N,3,X204359601085725.N,Pro-angiogenesis Macrophage,N
X204359601110325.N,X204359601110325_X_.N,2,X204359601110325.N,Pro-angiogenesis Macrophage,N
X204359601110444.T,X204359601110444_Y_.T,0,X204359601110444.T,Tfh/Th1 helper CD4+ T cells,T
X204359601445302.N,X204359601445302_X_.N,3,X204359601445302.N,Pro-angiogenesis Macrophage,N
X204359601962205.N,X204359601962205_X_.N,0,X204359601962205.N,Blood Cell,N
X204359601965806.N,X204359601965806_X_.N,0,X204359601965806.N,Effector/Memory CD4+ T cells,N
X204359620549916.T,X204359620549916_Y_.T,5,X204359620549916.T,B Cell,T
X204360513861406.T,X204360513861406_Y_.T,1,X204360513861406.T,CD4 or CD8 T cell,T
X204360528291699.N,X204360528291699_X_.N,0,X204360528291699.N,Naive CD4+ T cells,N
X204360528293294.T,X204360528293294_Y_.T,5,X204360528293294.T,B Cell,T
X204360528324444.N,X204360528324444_X_.N,7,X204360528324444.N,Macrophage,N
X204360528549604.T,X204360528549604_Y_.T,5,X204360528549604.T,B Cell,T
X204360528550747.N,X204360528550747_X_.N,0,X204360528550747.N,Effector/Memory CD4+ T cells,N
X204360528578278.N,X204360528578278_X_.N,0,X204360528578278.N,Effector/Memory CD4+ T cells,N
X204360540941557.N,X204360540941557_X_.N,0,X204360540941557.N,Effector/Memory CD4+ T cells,N
X204360541125987.N,X204360541125987_X_.N,0,X204360541125987.N,Effector/Memory CD4+ T cells,N
X204360541138163.N,X204360541138163_X_.N,4,X204360541138163.N,Pro-angiogenesis Macrophage,N
X204360541486499.N,X204360541486499_X_.N,6,X204360541486499.N,Natural killer cell,N
X204360559515429.T,X204360559515429_Y_.T,1,X204360559515429.T,CD8+ T cell,T
X204360559577014.N,X204360559577014_X_.N,3,X204360559577014.N,Pro-angiogenesis Macrophage,N
X204360559586155.N,X204360559586155_X_.N,13,X204360559586155.N,Lung Cancer Cell,N
X204360559807221.T,X204360559807221_Y_.T,1,X204360559807221.T,CD8+ T cell,T
X204360560044958.N,X204360560044958_X_.N,0,X204360560044958.N,Effector/Memory CD4+ T cells,N
X204360560364315.T,X204360560364315_Y_.T,1,X204360560364315.T,Exhausted CD8+ T cells,T
X204403329067230.N,X204403329067230_X_.N,8,X204403329067230.N,Lung Cancer Cell,N
X204403329100580.T,X204403329100580_Y_.T,4,X204403329100580.T,Macrophage,T
X204403329316638.T,X204403329316638_Y_.T,7,X204403329316638.T,Macrophage,T
X204403329583910.N,X204403329583910_X_.N,1,X204403329583910.N,Effector/Memory CD8+ T cells,N
X204403329619755.T,X204403329619755_Y_.T,4,X204403329619755.T,Macrophage,T
X204403329657692.N,X204403329657692_X_.N,3,X204403329657692.N,Pro-angiogenesis Macrophage,N
X204403343735222.T,X204403343735222_Y_.T,9,X204403343735222.T,Exhausted CD8+ T cells,T
X204403343800739.N,X204403343800739_X_.N,2,X204403343800739.N,Pro-angiogenesis Macrophage,N
X204403344264604.T,X204403344264604_Y_.T,1,X204403344264604.T,Exhausted CD8+ T cells,T
X204403344365483.N,X204403344365483_X_.N,0,X204403344365483.N,Blood Cell,N
X204403356125918.T,X204403356125918_Y_.T,14,X204403356125918.T,Mast cell,T
X204403356130100.T,X204403356130100_Y_.T,0,X204403356130100.T,CD8+ T cell,T
X204403356322029.T,X204403356322029_Y_.T,1,X204403356322029.T,Effector/Memory CD8+ T cells,T
X204403356678883.T,X204403356678883_Y_.T,8,X204403356678883.T,Endothelial Cells,T
X204403375036846.T,X204403375036846_Y_.T,0,X204403375036846.T,CD4+ T cell,T
X204403375271195.N,X204403375271195_X_.N,3,X204403375271195.N,Pro-angiogenesis Macrophage,N
X204403375295925.T,X204403375295925_Y_.T,4,X204403375295925.T,Phagocytosis Macrophage,T
X204403375463267.N,X204403375463267_X_.N,0,X204403375463267.N,Effector/Memory CD8+ T cells,N
X204403375749939.T,X204403375749939_Y_.T,5,X204403375749939.T,B Cell,T
X204403375820197.N,X204403375820197_X_.N,4,X204403375820197.N,Pro-angiogenesis Macrophage,N
X204427085340075.N,X204427085340075_X_.N,7,X204427085340075.N,Pro-inflammatory Macrophage,N
X204427085436636.T,X204427085436636_Y_.T,4,X204427085436636.T,Macrophage,T
X204427085670254.N,X204427085670254_X_.N,2,X204427085670254.N,Pro-angiogenesis Macrophage,N
X204427085933475.T,X204427085933475_Y_.T,9,X204427085933475.T,Exhausted CD8+ T cells,T
X204427086186269.T,X204427086186269_Y_.T,2,X204427086186269.T,Macrophage,T
X204427086215478.T,X204427086215478_Y_.T,12,X204427086215478.T,Endothelial Cells,T
X204427086223771.T,X204427086223771_Y_.T,5,X204427086223771.T,Blood Cell,T
X204427100116701.T,X204427100116701_Y_.T,4,X204427100116701.T,Macrophage,T
X204427100338462.N,X204427100338462_X_.N,2,X204427100338462.N,Pro-angiogenesis Macrophage,N
X204427100838812.T,X204427100838812_Y_.T,1,X204427100838812.T,Exhausted CD8+ T cells,T
X204427112607030.N,X204427112607030_X_.N,3,X204427112607030.N,Pro-angiogenesis Macrophage,N
X204427113184683.T,X204427113184683_Y_.T,0,X204427113184683.T,T regulatory cells,T
X204427113384236.T,X204427113384236_Y_.T,1,X204427113384236.T,Tfh/Th1 helper CD4+ T cells,T
X204427113418014.N,X204427113418014_X_.N,7,X204427113418014.N,Pro-angiogenesis Macrophage,N
X204427113421102.T,X204427113421102_Y_.T,0,X204427113421102.T,T regulatory cells,T
X204427131501356.N,X204427131501356_X_.N,3,X204427131501356.N,Pro-angiogenesis Macrophage,N
X204427131566940.T,X204427131566940_Y_.T,5,X204427131566940.T,B Cell,T
X204427131808541.T,X204427131808541_Y_.T,4,X204427131808541.T,Macrophage,T
X204756724606835.T,X204756724606835_Y_.T,0,X204756724606835.T,CD4+ T cell,T
X204756739086062.T,X204756739086062_Y_.T,0,X204756739086062.T,CD4 or CD8 T cell,T
X204756739312878.T,X204756739312878_Y_.T,0,X204756739312878.T,CD4 or CD8 T cell,T
X204756739344813.N,X204756739344813_X_.N,6,X204756739344813.N,Natural killer cell,N
X204756751632221.T,X204756751632221_Y_.T,1,X204756751632221.T,Exhausted CD8+ T cells,T
X204756751903667.N,X204756751903667_X_.N,8,X204756751903667.N,Any Cell,N
X204756752124214.N,X204756752124214_X_.N,1,X204756752124214.N,Effector/Memory CD8+ T cells,N
X204756752219555.T,X204756752219555_Y_.T,11,X204756752219555.T,cDC2,T
X204756752222051.N,X204756752222051_X_.N,0,X204756752222051.N,Blood Cell,N
X204756770314670.N,X204756770314670_X_.N,3,X204756770314670.N,Pro-angiogenesis Macrophage,N
X204756771006830.N,X204756771006830_X_.N,2,X204756771006830.N,Pro-angiogenesis Macrophage,N
X204762092780958.T,X204762092780958_Y_.T,12,X204762092780958.T,Endothelial Cells,T
X204762093046061.N,X204762093046061_X_.N,7,X204762093046061.N,Pro-inflammatory Macrophage,N
X204762093108659.N,X204762093108659_X_.N,2,X204762093108659.N,Macrophage,N
X204762093566774.T,X204762093566774_Y_.T,8,X204762093566774.T,Non Blood Cell,T
X204762093602667.T,X204762093602667_Y_.T,5,X204762093602667.T,B Cell,T
X204762107465069.N,X204762107465069_X_.N,0,X204762107465069.N,Effector/Memory CD4+ T cells,N
X204762107795171.N,X204762107795171_X_.N,0,X204762107795171.N,Effector/Memory CD4+ T cells,N
